Scenario;peakrank00001;peakrank00002;peakrank00003;peakrank00004;peakrank00005;peakrank00006;peakrank00007;peakrank00008;peakrank00009;peakrank00010;peakrank00011;peakrank00012;peakrank00013;peakrank00014;peakrank00015;peakrank00018;peakrank00020;peakrank00025;peakrank00031;peakrank00034;peakrank00038;peakrank00046;peakrank00050;peakrank00060;peakrank00070;peakrank00080;peakrank00090;peakrank00100;peakrank00150;peakrank00200;peakrank00250;peakrank00300;peakrank00350;peakrank00400;peakrank00450;peakrank00500;peakrank00550;peakrank00600;peakrank00650;peakrank00700;peakrank00750;peakrank00800;peakrank00850;peakrank00900;peakrank00940;peakrank01000;prcP05_peakrank00001;prcP10_peakrank00001;prcP15_peakrank00001;prcP20_peakrank00001
Sum84;670,2051392;616,9363403;596,1203613;584,8257446;577,3326416;579,8602295;577,3552856;583,2850342;572,4872437;569,2558594;567,0840454;565,4471436;559,9002075;557,4163818;559,9713135;557,7264404;549,2910156;543,7787476;544,1542358;540,0031738;530,928772;531,1929932;525,5806274;518,8949585;513,7324219;502,6515198;503,8019714;498,9949951;472,3304749;466,9246521;473,6873779;456,5098572;429,5829468;449,7316895;440,1722107;422,1007996;426,3469238;429,7405396;430,5343628;405,4220581;421,3024597;421,3809814;410,3987122;410,8563232;387,7688599;390,787323;700,7824097;743,475769;770,6931763;803,3364258
Sum85;690,6759644;631,9186401;610,1013794;596,9882202;588,3666992;586,3348389;588,5038452;593,536438;583,2797241;580,3010864;571,5269165;575,8424072;570,1746826;570,4752197;569,3264771;562,6206665;558,9822388;554,1717529;550,0490723;550,7938232;542,7518921;541,762146;535,9782104;529,8964233;525,5188599;513,4094238;515,0369873;510,2368469;479,2781677;475,1804199;484,4495239;465,0178528;435,5092163;458,036377;446,8744202;431,3933716;432,7661743;438,4200134;437,5487366;409,5181274;429,8558655;427,8051453;419,284729;416,3851624;397,6858521;396,3994446;726,5861206;751,5866699;768,9170532;814,3473511
Sum86;685,6809692;627,7005615;608,5570679;596,4682007;587,5585327;585,0938721;588,0424194;592,9343872;575,7192993;578,4434204;570,748291;569,3568115;568,8660889;567,9389038;567,960022;560,5601807;557,8656616;552,7800293;548,7924194;549,6107178;540,9689941;539,9946289;534,0390625;527,8104858;524,1282959;511,8272705;513,124939;508,5939026;479,9275208;475,5331116;484,1921692;464,8460693;435,7540894;459,1616516;448,4670715;430,0576172;433,9348145;438,5589905;438,5973816;409,9562683;429,7452393;428,6907959;419,4387207;417,1410828;396,4412842;396,0227356;719,0274658;744,921875;763,7550659;809,9248047
Sum87;716,9260254;658,7095947;629,8713989;615,8345947;603,7635498;603,616394;604,531311;608,6759644;592,8320313;593,6798096;584,4941406;586,9238892;577,9189453;588,102478;582,6344604;577,4156494;573,2891846;569,3956299;555,4759521;564,8535767;557,6247559;556,1033325;549,6737671;543,0418091;538,1548462;525,3289795;527,3473511;522,05896;487,418457;482,8063354;496,3060303;470,7582397;441,417572;464,5126648;450,6943359;443,4283142;435,9838867;445,9040222;441,73349;411,2133789;437,0144043;431,8283081;426,2883911;420,0333557;404,0083008;401,4159546;747,3080444;780,9590454;830,9970093;864,8095703
Sum88;709,7632446;643,9269409;617,7477417;603,9264526;593,590271;592,1668091;592,8892212;597,366333;581,9059448;584,1904907;575,328125;576,4786377;574,2839966;577,671936;573,3961792;569,0452271;564,3845215;560,0273438;550,8867798;556,4301758;549,2364502;547,8845825;541,7416992;535,9226074;530,803833;519,1602783;520,5592041;515,4816895;482,041748;477,9104919;489,4394836;464,2303162;437,3587341;458,966217;446,4148865;436,8652954;432,5693054;440,6652832;437,8204956;409,0871887;431,8519287;428,1383362;419,9195557;416,5021667;397,7191162;397,7934875;752,741394;785,6601563;813,963562;842,7874146
Sum89;695,6952515;630,9644775;607,1887817;592,7593384;584,4849854;582,2310181;583,1743774;587,4925537;578,4508057;574,7692261;567,2880249;567,1599731;566,1746826;567,4940796;565,2944336;560,421814;556,0715942;551,1084595;545,0043945;547,6474609;539,918396;538,8917847;532,9146118;527,6482544;522,8031616;511,8259277;512,8148804;507,7644958;477,3194885;472,7221375;482,2239685;459,1306763;433,5910645;453,7730103;442,4903564;430,3924255;429,1512451;435,4356384;433,9290466;407,0120544;427,0529175;424,5606689;413,2414246;413,2112732;393,0812988;394,5175476;732,3451538;766,9418335;795,1291504;822,1038208
Sum90;673,5838623;614,0036621;594,5961304;581,3258667;574,0945435;576,7105103;573,3406372;578,7058105;569,1399536;566,3712769;557,2396851;562,569458;557,4016724;556,2918091;556,9333496;556,3450317;546,831665;541,835144;542,434021;538,4007568;529,2607422;529,4863281;523,8726196;518,3088379;512,7373047;502,0377502;503,5122375;498,7541504;472,0066528;466,3701172;473,4927063;457,7255859;429,0548401;448,4330444;438,8031921;422,0081482;425,0787354;429,0067749;429,4199829;404,6595154;420,8450623;420,1810608;417,0613098;409,5872192;391,0578613;390,3379822;708,5367432;738,5983887;760,8796997;792,4168091
Sum91;685,5585938;630,9196777;608,8467407;597,0801392;588,8673706;585,9154053;589,4703979;594,3972168;583,1668091;580,9893799;572,6578369;575,8720703;570,477478;569,8526611;569,8525391;562,2194214;559,4275513;554,1149292;552,5403442;550,9686279;541,8157959;541,6757813;535,6608276;527,7122803;523,1157837;512,0062256;513,0852051;508,1713257;477,8436584;473,3739319;482,1094971;463,2044678;434,2224426;456,2151794;445,4494324;429,2014465;431,4118652;436,4584656;435,9719849;408,7676392;428,1996765;426,4996643;420,6403198;415,2149048;395,7359314;395,2496643;726,0494995;759,9127197;787,2052612;811,9107666
Sum92;681,2988281;624,8076172;602,958252;589,5415039;580,7259521;583,9156494;580,3982544;585,3765869;575,8863525;572,5140991;563,7475586;569,2484741;563,503479;564,3046875;563,1298828;562,3326416;552,9088135;548,3070679;544,8614502;544,2241211;535,3868408;535,2237549;529,4052124;524,7815552;518,8265381;507,6783752;509,6245117;504,618988;475,8713379;470,7574463;479,600647;460,8682251;432,1789551;452,5133667;441,9685669;427,4600525;427,8755188;433,4490662;432,7806702;406,559967;425,0157471;423,3218994;410,9183655;412,3167725;394,7279053;393,1671143;722,6071167;748,206543;773,4654541;816,7504883
Sum93;687,9108887;629,1694946;608,75354;596,3983154;587,934021;586,1047363;588,0726929;593,3081665;576,736145;579,0395508;571,1719971;570,3222656;569,6259155;569,0581055;568,7549438;562,0213623;558,8410034;553,6870728;548,803833;550,5983887;542,4117432;541,3874512;535,4065552;529,026062;525,1027222;512,7190552;514,2848511;509,5898438;480,0103149;475,7841797;484,6875305;464,5403137;436,0354004;459,3503113;448,4729919;430,7537842;433,9544983;438,9350891;438,7225952;410,1594238;430,1362915;428,7871399;418,2514343;417,2818298;397,3377991;396,4020691;722,901001;757,2616577;786,555603;811,1203613
Sum94;697,8303223;640,4553833;614,5192871;599,7283936;589,9533691;587,6898193;589,4597168;593,6766968;578,0042725;579,2121582;571,9412231;572,2992554;570,135498;572,5129395;569,3908691;564,0262451;560,4039307;555,529541;547,7836914;551,822998;544,1136475;543,1439819;536,821106;530,9067993;526,4193726;514,8552246;515,9960938;510,6137085;480,2409668;475,0453491;485,9162598;465,4264832;435,6167297;456,7720337;444,2592773;434,1901245;430,9441528;438,2106323;435,7911682;408,5279541;429,5943909;426,4222412;420,2054443;415,0855713;398,9764709;396,3874817;732,9174805;771,4754028;806,8384399;839,0233765
Sum95;710,9234619;648,6529541;623,8848877;610,6890869;600,25354;600,0510864;601,1074219;605,4005127;590,5223389;592,25177;582,7645874;584,3453979;576,1776123;585,5859985;581,3702393;575,1724243;571,0064697;566,6809692;552,857605;562,9507446;555,2322388;553,5839233;547,3867798;541,0927734;536,4637451;524,0949097;526,0549927;520,729126;485,8338928;482,5046387;494,5295715;466,7104187;441,0432739;465,1539917;452,750946;440,6023865;437,9500427;446,1519775;443,3626709;412,519043;437,1779175;433,035614;423,5775452;421,1546936;398,8386841;401,4107666;748,2592773;776,0148315;805,1318359;847,1519165
Sum96;682,3624268;625,4749756;605,8503418;593,5375366;585,4759521;582,1660767;585,1282349;589,2214355;573,666687;575,7122192;568,9498901;566,8478394;566,4541016;564,7492676;565,671936;558,5568237;555,3422852;549,7418823;548,3659668;546,9099121;538,2739258;537,5952148;531,6281128;525,8560791;521,8800659;508,8611755;511,1565857;506,2424011;477,8366394;472,8158875;481,2485962;464,6421204;434,7615662;456,3330994;446,1086731;428,0740051;432,0166321;436,2083435;436,5557861;409,3199158;428,1760864;426,8068542;417,8948059;415,6054382;396,9093323;394,8008423;715,1033936;741,9837646;774,3903198;810,1537476
Sum97;700,8666382;637,309082;612,8395996;598,4750366;589,0736694;588,0010376;588,8082275;592,9576416;577,9197998;580,0402832;571,5541382;572,7706299;570,8724976;573,1744385;569,9871826;564,7842407;560,6878052;556,2642212;548,2676392;552,2533569;544,2992554;543,3557129;537,1337891;532,3364258;526,7877197;515,4931641;517,0485229;511,7540283;479,9449158;475,676178;486,163208;462,1329041;435,6664734;456,950592;445,0429077;433,7497253;431,0353394;438,3285522;436,2761841;408,3192749;429,6949768;426,5883179;417,2402649;415,0635071;396,2548828;396,3183899;738,7929077;772,9241333;802,2478638;835,1557617
Sum98;696,2875977;637,0750122;614,2002563;602,2563477;592,9495239;592,3289795;593,8054199;599,4058228;588,8297729;585,5598145;575,3623657;581,579895;575,2120361;578,0097656;574,50354;573,0779419;564,6206665;560,842041;546,050354;555,8226929;547,128479;546,8339844;540,7388916;534,2318115;527,6560059;516,8691406;518,7785645;513,7428589;482,4486084;478,809082;488,8264465;455,8082581;437,8324585;461,995575;450,2852478;434,8114929;435,0629578;441,7578735;440,5366516;410,68573;432,9188538;430,353363;413,0457458;418,8382568;387,1398926;397,9233704;732,923645;764,8266602;791,1997681;820,5062256
Sum99;684,5401001;627,6986084;607,0665894;593,8222046;585,1779175;582,6618042;584,9628296;589,0592041;579,5525513;577,1248779;568,8842773;572,5234985;567,569458;568,5740356;566,6472168;560,5197144;557,1165771;552,1529541;544,2164307;549,2678223;541,2263794;540,5805664;534,6914063;528,5195313;523,7435913;512,218811;514,0981445;509,2823181;478,3063049;473,5785522;482,902771;457,9036255;434,3236084;455,8215332;444,986145;429,8961487;431,0334778;436,5787659;435,658783;408,578949;427,6689148;426,0068359;410,3215332;414,8081055;390,6318665;395,4653625;730,2756348;762,7805786;793,1167603;821,5341797
Sum100;713,4919434;655,2348022;632,3410034;618,3587646;607,3794556;607,2246094;607,6119995;611,3143921;597,163269;596,0775757;589,0996094;590,1140747;582,7199097;591,2954712;581,1469727;581,0664063;577,1972046;572,461731;552,5300293;568,6721802;561,5164795;559,4835815;552,6149902;545,3259888;541,3815308;528,9528198;530,859314;525,3579102;489,0302734;483,8294067;497,835022;468,9506836;443,7127075;467,5713501;454,1869812;445,7952881;440,0106201;449,7373962;445,4357605;414,0689392;440,3538818;435,3426514;427,7908325;423,1869812;399,7001038;404,2512207;749,0172729;794,434082;833,4469604;870,3411255
Sum101;712,9348755;649,2727051;623,7199707;611,0784912;600,9015503;600,5054321;601,7460327;607,7849121;590,444519;594,3065796;583,9349365;584,8396606;576,8564453;586,1348267;581,7645874;575,8544312;571,7647095;567,6655884;558,1097412;563,7032471;555,3067627;554,1221924;547,7269287;540,9351807;535,7023315;523,8417358;526,0281372;520,7161255;485,1298218;481,53125;493,5127563;470,565094;440,299469;464,0042419;451,6867981;439,7388306;437,0250549;445,0195007;442,3635864;412,0262146;436,3311157;432,0361938;426,2993774;420,4086609;403,1515503;400,8505554;753,1426392;780,9021606;800,5288696;822,350769
Sum102;732,3835449;672,4577026;641,1017456;629,7936401;618,4715576;618,9017334;620,2348633;625,9103394;606,7825317;610,3884277;598,0125732;600,7297974;592,5087891;602,6332397;590,8612061;590,1019287;587,0195923;583,1434937;569,6178589;578,5769043;570,6574097;569,1395264;562,434021;551,7758179;545,8121338;534,7158813;536,2948608;530,7255249;491,2407532;487,3851929;502,5617065;475,3790894;444,8964539;468,8707275;455,1272278;448,2575684;439,8547058;450,578125;445,7881775;413,6734924;442,1184387;435,4529724;433,2900085;423,7124329;407,4797363;404,9380188;775,8838501;807,3991089;839,5053101;864,0708008
Sum103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
