   -2.00000e+00,     9.36954e+02,     8.36807e+02,    -1.08976e+04,     1.34325e+04
   -1.50000e+00,     1.23147e+03,     9.44700e+02,    -4.48936e+03,     8.02331e+03
   -1.00000e+00,     9.42621e+02,     8.99575e+02,    -5.10898e+03,     1.15416e+04
   -5.00000e-01,     1.26893e+03,     1.06545e+03,    -9.82635e+03,     1.61807e+04
    0.00000e+00,     7.27565e+02,     5.74907e+02,    -7.20957e+03,     1.50445e+04
    5.00000e-01,     1.42789e+02,     1.38958e+02,     3.24605e+02,     1.17204e+04
    1.00000e+00,     1.02418e+03,     1.14471e+03,    -9.26834e+03,     2.50978e+04
    1.50000e+00,     3.05511e+02,     4.09404e+02,    -2.16863e+03,     2.12098e+04
    2.00000e+00,     1.20142e+03,     1.10878e+03,    -1.52198e+04,     3.07887e+04
    2.50000e+00,     4.43605e+03,     4.18330e+03,    -3.99775e+04,     5.62938e+04
    3.00000e+00,     1.38022e+03,     1.88894e+03,    -1.76897e+04,     4.88568e+04
    3.50000e+00,     1.32749e+02,     1.27059e+02,     2.88357e+02,     2.16069e+04
    4.00000e+00,     1.31540e+01,     1.01973e+01,     7.92114e+03,     1.50140e+04
    4.50000e+00,     7.57232e+00,     3.88316e+00,     9.16224e+03,     1.43170e+04
    5.00000e+00,     7.37545e+00,     2.24897e+00,     9.73473e+03,     1.41650e+04
    5.50000e+00,     3.94097e+03,     3.43298e+00,    -9.20369e+05,     1.44167e+04
    6.00000e+00,     1.18480e+04,     4.89435e+00,    -1.95688e+06,     1.46761e+04
    6.50000e+00,     4.99588e+03,     1.27449e+01,    -4.94427e+05,     1.53929e+04
    7.00000e+00,     1.55777e+03,     1.42084e+02,    -3.91356e+04,     1.91885e+04
    7.50000e+00,     2.29035e+02,     1.51244e+03,     7.49090e+03,     6.03920e+04
    8.00000e+00,     2.47138e+01,     4.48372e+03,     1.21646e+04,     4.66058e+05
    8.50000e+00,     8.11003e+00,     3.45918e+01,     1.29426e+04,     2.36698e+04
    9.00000e+00,     2.63960e+00,     3.76427e+00,     1.36064e+04,     1.77920e+04
    9.50000e+00,     2.23563e+00,     2.44141e+00,     1.36997e+04,     1.75324e+04
    1.00000e+01,     2.06341e+00,     1.71558e+00,     1.37375e+04,     1.74356e+04
    1.05000e+01,     1.97773e+00,     1.61609e+00,     1.37619e+04,     1.74248e+04
    1.10000e+01,     2.07300e+00,     1.57325e+00,     1.37216e+04,     1.74400e+04

